authors,year,title,category,time_series,reasoning,verdict
Aw & Nor,2023,Imputation data for neural network stock market forecasting,C,YES,Applies standard multiple imputation to non-trading days prior to neural network stock price time series forecasting without exploring statistical validity theory.,SKIP
Song et al.,2020,Impacts of Fractional Hot-Deck Imputation on Learning and Prediction of Engineering Data,C,NO,"Investigates non-deep fractional hot-deck statistical imputation for machine learning predictions, referencing Rubin only in passing regarding donor count defaults.",SKIP
Rodenburg et al.,2019,Improving RNN Performance by Modelling Informative Missingness with Combined Indicators,C,YES,Mentions MNAR missingness mechanisms and inferential needs as background motivation for proposing an empirical LSTM missingness indicator method on longitudinal survey time series.,SKIP
Shobha & Nickolas,2019,Imputation of multivariate attribute values in big data,C,NO,Mentions multiple imputation limitations as background motivation for proposing a self-organizing neural network ensemble imputation technique without theoretical analysis of statistical validity.,SKIP
Yadav & Roychoudhury,2018,Handling missing values: A study of popular imputation packages in R,C,NO,Evaluates standard R statistical imputation packages empirically without addressing deep learning imputation theory or formal statistical validity.,SKIP
Mitra & Samanta,2015,Hepatitis Disease Diagnosis Using Multiple Imputation and Neural Network with Rough Set Feature Reduction,C,NO,Uses traditional multiple imputation as a preprocessing step prior to neural network training without discussing the theoretical connection between DL and statistical validity.,SKIP
Belanche et al.,2014,Handling missing values in kernel methods with application to microbiology data,C,NO,Compares extended kernel techniques with multiple imputation for kernel methods on binary microbiology data without addressing deep learning or formal statistical proofs.,SKIP
Xu & Zhang,2013,HONNs with Extreme Learning Machine to Handle Incomplete Datasets,C,NO,Cites Little & Rubin (1987) in passing as generic background before presenting an empirical higher-order neural network model.,SKIP
Xu,2012,HONNs with extreme learning machine to handle incomplete datasets,C,NO,Cites Little & Rubin (1987) as generic background in the introduction before evaluating an extreme learning machine on incomplete tabular datasets.,SKIP
Kalteh & Hjorth,2009,Imputation of missing values in a precipitation-runoff process database,C,YES,"Compares neural networks and classical imputation methods on hydrological rainfall-runoff time series, referencing multiple imputation and normal distribution assumptions only as background.",SKIP
Farhangfar et al.,2008,Impact of imputation of missing values on classification error for discrete data,C,NO,Conducts an empirical study comparing standard single and multiple statistical imputation techniques for discrete classification without addressing deep learning imputation theory.,SKIP
Deepika et al.,2025,HIGHLY ACCURATE HYBRID METHOD FOR ATTENTION DEFICIT HYPERACTIVITY DISORDER CLASSIFICATION BASED ON ANFIS-RFE-GWO,D,NO,Focuses on fuzzy logic and metaheuristic optimization for ADHD classification without addressing missing data inference theory or DL imputation.,SKIP
Khan et al.,2024,High-order polynomial interpolation with CNN: A robust approach for missing data imputation,D,NO,Proposes a heuristic hybrid polynomial-CNN method for missing data imputation without referencing statistical missing data inference theory or Rubin's framework.,SKIP
Perez & Tah,2020,Improving the Accuracy of Convolutional Neural Networks by Identifying and Removing Outlier Images in Datasets Using t-SNE,D,NO,"Focuses on image outlier detection for CNN image classification, completely unrelated to missing data imputation or statistical inference theory.",SKIP
You et al.,2020,Handling Missing Data with Graph Representation Learning,D,NO,Proposes a bipartite graph neural network framework for feature imputation and label prediction without addressing Rubin's statistical inference framework or formal posterior convergence.,SKIP
Choudhury & Pal,2019,Imputation of missing data with neural networks for classification,D,NO,Proposes an autoencoder reconstruction technique for missing data imputation in classification tasks without referencing statistical missing data theory.,SKIP
Prasojo et al.,2019,Health Index Analysis of Power Transformer with Incomplete Paper Condition Data,D,NO,Evaluates practical regression and neuro-fuzzy models to substitute missing power transformer data without engaging with statistical inference theory.,SKIP
Javanmardi et al.,2018,Image Segmentation by Deep Learning of Disjunctive Normal Shape Model Shape Representation,D,NO,"Applies CNNs for image shape segmentation under spatial occlusions, completely unrelated to missing data statistical inference.",SKIP
Sarmiento et al.,2026,KAI: A Scalable Kalman-Attention Imputation Method for Robust Inference in Probabilistic Data,B,YES,"The paper substantively evaluates statistical inference validity, probabilistic calibration, MCAR/MAR/MNAR mechanisms, and interval coverage under multiple imputation for a deep learning time series architecture.",REVIEW
Roskams-Hieter et al.,2023,Leveraging Variational Autoencoders for Multiple Data Imputation,B,NO,"The paper substantively investigates the statistical validity of VAE imputation, addressing empirical coverage, overconfident imputations, generalized Bayes framework for beta-VAEs, and sampling from the posterior distribution of missing values.",REVIEW
Traynor et al.,2021,Imputing Biomarker Status from RWE Datasets-A Comparative Study,B,NO,"The paper substantively evaluates deep learning imputation models against statistical methods, explicitly analyzing missingness mechanisms, distribution shift, and statistical inference validity.",REVIEW
Ergin et al.,2026,Machine learning based identification of key production drivers of sheep population in Turkiye: a century-long analysis with multiple imputation techniques,C,YES,The paper applies multiple imputation as a standard preprocessing step prior to machine learning modeling without evaluating statistical validity or providing formal proofs.,SKIP
Pyrgaki et al.,2026,"Integrated Machine Learning Based Groundwater Quality Prediction in a Peri-Urban Area: The Case of Attica Region, Greece",C,NO,The study uses MICE-PMM solely as a routine missing data preprocessing technique before TabNet classification.,SKIP
Liu et al.,2026,"Latent pain class identification, longitudinal transitions, and machine learning prediction of incident low back pain in middle-aged and older Chinese adults",C,YES,Multiple imputation is used strictly as a data cleaning step for longitudinal health survey data prior to predictive machine learning.,SKIP
Moallemian et al.,2026,Machine learning for missing data imputation in Alzheimer’s research: predicting medial temporal lobe dynamic flexibility,C,NO,"The study empirically benchmarks deep generative imputers (MIWAE, GAIN) against traditional methods in Alzheimer's neuroimaging prediction without formal statistical validity proofs.",SKIP
Tourkmani et al.,2026,"Literature-informed ensemble machine learning for three-year diabetic kidney disease risk prediction in type 2 diabetes: Development, validation, and deployment of the PSMMC NephraRisk model",C,NO,The study applies Bayesian MICE with external priors as a clinical data preparation pipeline for diabetic kidney disease risk prediction.,SKIP
Leite et al.,2025,Machine Learning for Propensity Score Estimation: A Systematic Review and Reporting Guidelines,C,NO,This systematic review on propensity score estimation mentions missing data handling only as a methodology reporting guideline item.,SKIP
Huang et al.,2025,Integration of Multikinds Imputation With Covariance Adaptation Based on Evidence Theory,C,NO,The study focuses on combining multi-kind imputation outputs via evidence theory for classification accuracy rather than analyzing the statistical validity of DL imputation.,SKIP
Ed-Daoudi et al.,2025,Interpretable Machine Learning for Multi-Crop Yield Prediction in Semi-Arid Regions: A Hierarchical Approach to Handle Climate Data Sparsity,C,YES,The study uses MICE as an initial missing data filling step before training hierarchical temporal deep learning models for crop yield prediction.,SKIP
Zhong et al.,2024,InfoCAVB-MemoryFormer: Forecasting of wind and photovoltaic power through the interaction of data reconstruction and data augmentation,C,YES,The paper uses adversarial variational Bayes for data reconstruction in renewable forecasting without evaluating statistical validity under Rubin's framework.,SKIP
Sheng et al.,2024,Interpretable knowledge-guided framework for modeling reservoir water-sensitivity damage based on Light Gradient Boosting Machine using Bayesian optimization and hybrid feature mining,C,NO,The paper uses MICE-SMOTE strictly as a standard data preparation pipeline for gradient boosting regression.,SKIP
Ishaq et al.,2024,Machine Learning Based Missing Data Imputation in Categorical Datasets,C,NO,The study empirically compares machine learning imputation performance on categorical datasets without addressing Rubin's inference framework.,SKIP
Lee et al.,2024,Imputing missing sleep data from wearables with neural networks in real-world settings,C,YES,"The paper introduces a neural network and NMF framework for missing wearable actigraphy time series imputation, focusing on clinical predictive accuracy rather than statistical theory.",SKIP
Kurita et al.,2024,Machine learning algorithm for predicting 30-day mortality in patients receiving rapid response system activation: A retrospective nationwide cohort study,C,NO,The study uses mode and KNN imputation as standard preprocessing before fitting machine learning mortality prediction models.,SKIP
Ajirak et al.,2023,Learning from Heterogeneous Data with Deep Gaussian Processes,C,NO,The paper develops a Bayesian variational framework for Deep Gaussian Processes on heterogeneous tabular datasets without addressing Rubin's missing data inference framework.,SKIP
Aguayo et al.,2023,Machine learning for predicting neurodegenerative diseases in the general older population: a cohort study,C,YES,The paper applies standard multiple imputation as a routine data preparation step before training tabular deep learning models on longitudinal cohort data.,SKIP
Imran et al.,2022,Intelligent Material Data Preparation Mechanism Based on Ensemble Learning for Al-Based Ceramic Material Analysis,C,NO,The paper evaluates deep neural networks for material science data preprocessing without addressing Rubin's statistical framework or theoretical validity.,SKIP
Kim et al.,2022,Machine Learning and Multiple Imputation Approach to Predict Chlorophyll-a Concentration in the Coastal Zone of Korea,C,NO,The study employs standard MICE algorithms as a data cleaning step prior to machine learning regression without discussing statistical validity theory.,SKIP
Yue et al.,2022,Machine learning for the prediction of acute kidney injury in patients with sepsis,C,NO,Multiple imputation is used solely as a standard preprocessing routine for clinical ICU data prior to ML model construction.,SKIP
O'Shea et al.,2022,Intubation and mortality prediction in hospitalized COVID-19 patients using a combination of convolutional neural network-based scoring of chest radiographs and clinical data,C,NO,Standard multiple imputation is applied to missing clinical variables prior to penalized logistic regression modeling.,SKIP
Dagtekin et al.,2022,Imputation of Partially Observed Water Quality Data Using Self-Attention LSTM,C,YES,"The paper proposes a self-attention LSTM for water quality time series imputation, evaluating performance strictly using predictive error metrics.",SKIP
Chiu et al.,2021,Imputation of Rainfall Data Using the Sine Cosine Function Fitting Neural Network,C,YES,"The study introduces a neural network model to impute missing hydrological time series data, evaluating performance on predictive accuracy metrics rather than statistical theory.",SKIP
Leke et al.,2019,Introduction to Missing Data Estimation,C,NO,The chapter provides a general introductory overview of classic and neural network missing data estimation techniques without analyzing formal validity bridges.,SKIP
Nancy et al.,2017,Imputing missing values in unevenly spaced clinical time series data to build an effective temporal classification framework,C,YES,The paper proposes a tolerance rough set and spatial interpolation technique for unevenly spaced clinical time series data.,SKIP
Jordanov et al.,2016,Intelligent Radar Signal Recognition and Classification,C,NO,The study applies standard multiple imputation as a preprocessing step to retain missing radar pulse samples before training neural network classifiers.,SKIP
Jordanov et al.,2015,Intelligent radar signal recognition and classification,C,NO,Multiple imputation is applied as a standard data preparation step to handle missing values prior to neural network radar signal classification.,SKIP
Yan et al.,2024,Incomplete data classification via positive approximation based rough subspaces ensemble,D,NO,The paper introduces a rough-set ensemble algorithm for feature selection and does not address the theoretical statistical framework of deep learning imputation.,SKIP
Park et al.,2023,Incorporating experts' judgment into machine learning models,D,NO,The paper proposes a method to blend expert judgment into machine learning predictions using GAN representation scores and does not address missing data imputation theory.,SKIP
Wang et al.,2024,Missing Data Imputation with Uncertainty-Driven Network,A,NO,Formally models uncertainty by deriving the posterior distribution via Neural Network Gaussian Process and reformulating the architecture as an Expectation-Maximization algorithm.,REVIEW
Bu et al.,2023,MISNN: Multiple Imputation via Semi-parametric Neural Networks,A,NO,Mathematically formulates multiple imputation using semi-parametric neural networks and establishes statistical consistency for proper downstream inference under missingness.,REVIEW
Ni & Leonard,2005,Markov chain Monte Carlo multiple imputation using Bayesian networks for incomplete intelligent transportation systems data,A,YES,Formally constructs a Markov chain Monte Carlo sampling framework using Bayesian networks to sample from learned probability distributions for valid multiple imputation inference.,REVIEW
Samad et al.,2022,Missing value estimation using clustering and deep learning within multiple imputation framework,B,NO,Substantively explores replacing linear regressors with deep neural networks inside Rubin's MICE framework and analyzes its statistical validity across missingness mechanisms.,REVIEW
Xue et al.,2019,Mixture-based Multiple Imputation Model for Clinical Data with a Temporal Dimension,B,YES,Substantively formulates a probabilistic multiple imputation framework using Gaussian process mixtures to account for predictive uncertainty in temporal clinical data.,REVIEW
Costa et al.,2018,Missing Data Imputation via Denoising Autoencoders: The Untold Story,B,NO,"Substantively investigates the statistical validity and performance of deep denoising autoencoders relative to MICE across Rubin's three missingness mechanisms (MCAR, MAR, MNAR).",REVIEW
Beaulieu-Jones & Moore,2017,Missing data imputation in the electronic health record using deeply learned autoencoders,B,YES,"Substantively evaluates deep autoencoders against traditional multiple imputation under MCAR and MNAR mechanisms, examining statistical bias and downstream inferential validity without a formal proof.",REVIEW
Fernandes et al.,2008,Missing data imputation in longitudinal cohort studies - application of PLANN-ARD in breast cancer survival,B,YES,Substantively discusses model averaging over imputed distributions and Bayesian neural networks for valid statistical inference in longitudinal survival data.,REVIEW
Zhao et al.,2026,Missing data generation method for rotating machinery by multiple imputation and gated generative adversarial network,C,YES,Integrates multiple imputation with a gated generative adversarial network as an empirical pipeline for rotating machinery sensors without theoretical analysis.,SKIP
Bekhit et al.,2025,MoCap-Impute: A Comprehensive Benchmark and Comparative Analysis of Imputation Methods for IMU-Based Motion Capture Data,C,YES,"Evaluates deep learning and statistical imputation methods on motion capture time series, mentioning missingness mechanisms as benchmark parameters.",SKIP
Kumar & Imambi,2025,MIMIC-EYE: A Secure and Explainable Multi-Modal Deep Learning Framework for Clinical Decision Support,C,YES,"Uses MICE, Deep Kalman Filters, and autoencoders in a multi-modal preprocessing pipeline for clinical decision support without analyzing imputation theory.",SKIP
Ren et al.,2024,Moving Beyond Medical Statistics: A Systematic Review on Missing Data Handling in Electronic Health Records,C,YES,Presents a systematic literature review summarizing EHR missing data methods where Rubin's mechanisms and MICE serve as context rather than theoretical focus.,SKIP
Fan et al.,2023,"Missing data imputation, prediction, and feature selection in diagnosis of vaginal prolapse",C,NO,Empirically compares GAIN and DAE against statistical imputation methods for clinical diagnosis without addressing statistical inference theory.,SKIP
Psychogyios et al.,2023,Missing Value Imputation Methods for Electronic Health Records,C,YES,"Proposes denoising autoencoder and GAN variations for electronic health records, citing traditional statistical imputation techniques purely as baseline benchmarks.",SKIP
Venugopal & Tanna,2023,Missing Value Imputation Techniques Used in Deep Learning Algorithms: A Review,C,NO,"Reviews literature on missing value imputation in machine learning and deep learning, referencing Rubin's mechanisms as general background.",SKIP
Asraf et al.,2022,Missing data imputation of MAGDAS-9′s ground electromagnetism with supervised machine learning and conventional statistical analysis models,C,YES,Benchmarks supervised machine learning models against basic statistical imputation methods on geomagnetic time series data.,SKIP
Marco et al.,2022,Missing Data Imputation Via Stacked Denoising Autoencoder Combined with Dropout Regularization Based Small Dataset in Software Effort Estimation,C,NO,"Evaluates stacked denoising autoencoders for software effort estimation, including MICE as an empirical comparison algorithm.",SKIP
Okafor & Delaney,2021,Missing Data Imputation on IoT Sensor Networks: Implications for on-Site Sensor Calibration,C,YES,Empirically compares variational autoencoders against MICE for IoT sensor calibration without analyzing statistical validity.,SKIP
Friedjungová et al.,2020,Missing Features Reconstruction Using a Wasserstein Generative Adversarial Imputation Network,C,NO,"Introduces Wasserstein GAIN for feature reconstruction, including MICE only as an empirical benchmark baseline.",SKIP
Vrbaski et al.,2020,Missing Data Imputation in Cardiometabolic Risk Assessment: A Solution Based on Artificial Neural Networks,C,NO,"Compares artificial neural networks against simple imputation methods for cardiometabolic risk, mentioning multiple imputation in passing as background.",SKIP
Grisales et al.,2019,Missing data imputation in series of measurements of atmospheric pollutants input for environmental health monitoring,C,YES,Compares multiple imputation and neural networks on air quality pollutant time series datasets empirically.,SKIP
Yu et al.,2019,Missing Data Processing Based on Deep Neural Network Enhanced by K-Means,C,NO,"Combines K-means clustering with deep neural networks for tabular data missingness, mentioning statistical baseline concepts in passing.",SKIP
Jerez et al.,2010,Missing data imputation using statistical and machine learning methods in a real breast cancer problem,C,NO,Compares machine learning and statistical imputation methods for breast cancer outcome prediction without theoretical analysis of missing data theory.,SKIP
López-Molina et al.,2008,Missing values imputation techniques for Neural Networks patterns,C,NO,Applies standard statistical multiple imputation techniques as a data preparation step for neural network training.,SKIP
Junninen et al.,2004,Methods for imputation of missing values in air quality data sets,C,YES,"Evaluates neural networks and hybrid imputation methods for air quality time series, mentioning multiple imputation only as a baseline comparison.",SKIP
Carracciuolo et al.,2026,Mathematical Approaches for the Characterization and Analysis of Molecular Markers in the Study of the Progression and Severity of Amyotrophic Lateral Sclerosis,D,NO,Focuses on mathematical modeling of molecular biomarkers in ALS progression and does not address deep learning imputation theory.,SKIP
Shi et al.,2024,Machine learning-based model for predicting outcomes in cerebral hemorrhage patients with leukemia,D,NO,"Develops a clinical prediction model for cerebral hemorrhage using random forests, applying standard MICE only as routine data preprocessing.",SKIP
Anderson et al.,2021,Modeling and prediction of pressure injury in hospitalized patients using artificial intelligence,D,YES,"Focuses on machine learning prediction of pressure injuries in hospitalized patients, referencing multiple imputation only in indexing tags.",SKIP
Danaci et al.,2021,Machine learning pipeline for quantum state estimation with incomplete measurements,D,NO,Applies machine learning models to quantum state estimation from incomplete projective measurements without addressing missing data inference theory.,SKIP
Namkung,2020,Machine learning methods for microbiome studies,D,NO,Provides an introductory overview of machine learning methods for microbiome host phenotype association studies without addressing missing data imputation.,SKIP
Dai et al.,2022,Multiple Imputation with Neural Network Gaussian Process for High-dimensional Incomplete Data,A,NO,"Provides a formal Bayesian mathematical framework showing that Neural Network Gaussian Process (NNGP) deep architectures sample directly from the posterior predictive distribution P(X_mis|X_obs) under MCAR, MAR, and MNAR mechanisms.",REVIEW
Dai et al.,2021,Multiple Imputation via Generative Adversarial Network for High-dimensional Blockwise Missing Value Problems,A,NO,Provides a formal mathematical framework and theoretical support establishing that conditional GAN architectures produce proper multiple imputations under MAR mechanisms.,REVIEW
Sepin et al.,2026,Multiple Imputation of a Continuous Outcome with Fully Observed Predictors Using TabPFN,B,NO,"Substantively evaluates statistical validity (bias, standard error, and coverage under Rubin's rules) for TabPFN foundation model imputation without formal mathematical proof.",REVIEW
Amer et al.,2006,Neural Network Imputation In Complex Survey Design,B,NO,"Substantively investigates statistical validity, variance estimation, and imputation uncertainty for neural network imputation under complex survey sampling design.",REVIEW
Ivanov et al.,2026,Multiparametric model of noninvasive diagnosis of neuroblastoma in children based on a novel liquid biopsy marker C18 GD2 and serum tumor markers,C,NO,Applies standard statistical MICE and Rubin's pooling rules as clinical data preprocessing before fitting logistic regression and neural network classifiers.,SKIP
Luo et al.,2026,MS-CTAB-GAN+: A SHAP-Constrained Conditional Tabular GAN for Heart Disease Data Augmentation under Small-Sample Conditions,C,NO,Uses miceforest as a preprocessing data cleaning step before CTAB-GAN+ tabular data augmentation.,SKIP
Vladov et al.,2026,Neural Network Method for Determining Sanctions' Impact on the Administrative Offence Level,C,YES,Mentions multiple imputation as a data preprocessing step in an applied legal economics study using MLP-LSTM.,SKIP
Bocioaga et al.,2025,Neural Network-Based Composite Risk Scoring for Stratification of Fecal Immunochemical Test-Positive Patients in Colorectal Cancer Screening: Findings from South-West Oltenia,C,NO,Uses standard multiple imputation (MICE) as a preprocessing step prior to autoencoder dimensionality reduction and clustering.,SKIP
Hentati Isacsson et al.,2025,Natural language processing models for predicting treatment outcomes in internet-delivered cognitive behavioral therapy,C,NO,Applies multiple imputation as a missing data preprocessing step before training NLP models for therapy outcome prediction.,SKIP
Nor et al.,2025,Navigating the missing data maze: exploring multiple imputation techniques for environmental performance index data,C,NO,"Evaluates classical non-deep learning imputation methods (MICEForest, MissForest, kNN) on environmental index data, mentioning deep learning only in passing.",SKIP
Unknown et al.,2025,"Novel Techniques in Microscopy, NTM 2025 in Proceedings Optica Biophotonics Congress 2025, Part of Optica Biophotonics Congress: Optics in the Life Sciences",C,NO,Mentions multiple imputation in optical neuroimaging as one background topic among 77 optical biophotonics conference abstracts.,SKIP
Zhao et al.,2025,Numerical Control Milling Energy Consumption Prediction Method Considering Incomplete Data,C,YES,Uses denoising autoencoders with expectation maximization for point imputation prior to FEDformer time series energy forecasting.,SKIP
Singh et al.,2024,Neural Network Algorithm in Financial Services: The Effect of Fraud Risk Management and Fraud Prevention,C,NO,Uses multiple imputation as a preprocessing step prior to CNN-BiGRU modeling for microfinance fraud prevention.,SKIP
Fathima et al.,2023,Multiple Imputation by Chained Equations-K-Nearest Neighbors and Deep Neural Network Architecture for Kidney Disease Prediction,C,NO,Combines MICE and KNN as a preprocessing pipeline before passing complete data to a deep neural network classifier.,SKIP
Hu et al.,2023,Multiple Receding Imputation of Time Series Based on Similar Conditions Screening,C,YES,Uses receding Gaussian process regression and LSTM for time series point imputation under the heuristic term multiple receding imputation without statistical inference theory.,SKIP
Li et al.,2023,Multistate time series imputation using generative adversarial network with applications to traffic data,C,YES,"Uses a generative adversarial network (TGAIN) for time series point imputation, referencing multiple imputation concepts without analyzing Rubin's inference theory.",SKIP
Nakahara et al.,2023,Neural Network Approach to Investigating the Importance of Test Items for Predicting Physical Activity in Chronic Obstructive Pulmonary Disease,C,NO,Applies MICE as a preprocessing method for missing clinical values before feeding data into neural network prediction models.,SKIP
Zeng et al.,2023,Neural networks based on attention architecture are robust to data missingness for early predicting hospital mortality in intensive care unit patients,C,NO,"Evaluates attention-based neural network prediction architectures for ICU mortality, using multiple imputation as an empirical baseline.",SKIP
Macias et al.,2022,Multiple imputation using the average code from autoencoders,C,NO,Computes an average autoencoder latent code to generate deterministic point reconstructions rather than valid statistical multiple imputations.,SKIP
Misiuk et al.,2022,Multiple imputation of multibeam angular response data for high resolution full coverage seabed mapping,C,NO,Applies statistical MICE to impute sonar seabed data and trains downstream neural networks on complete datasets without connecting DL architectures to imputation theory.,SKIP
Samal et al.,2022,Multi-output Spatio-temporal air pollution forecasting using neural network approach,C,YES,Mentions multiple imputation as a data preprocessing step for spatio-temporal air pollution forecasting using an LSTM autoencoder.,SKIP
Zhao et al.,2022,Multiple imputation method of missing credit risk assessment data based on generative adversarial networks,C,NO,Proposes MGAIN to generate attribute subsets and averages generated samples into a single point imputation without addressing Rubin's statistical framework.,SKIP
Vi et al.,2021,Multiple Imputation by Generative Adversarial Networks for Classification with Incomplete Data,C,NO,Uses GANs to generate multiple complete training sets for ensemble classification without analyzing Rubin's statistical inference framework.,SKIP
Safi et al.,2020,Multivariate Time Series as Images: Imputation Using Convolutional Denoising Autoencoder,C,YES,"Uses Convolutional Denoising Autoencoders to impute time series converted to images, using MICE only as a baseline benchmark.",SKIP
Miok et al.,2019,Multiple Imputation for Biomedical Data using Monte Carlo Dropout Autoencoders,C,NO,"Applies Monte Carlo dropout within variational autoencoders to generate candidate imputations, evaluating predictive accuracy rather than statistical inference theory.",SKIP
Arroyo et al.,2018,Neural Models for Imputation of Missing Ozone Data in Air-Quality Datasets,C,NO,Applies artificial neural networks to impute missing ozone data as point estimates without statistical inference theory.,SKIP
Song et al.,2018,"Multiple machine learnings revealed similar predictive accuracy for prognosis of PNETs from the surveillance, epidemiology, and end result database",C,NO,Uses standard imputation for missing clinical database records before comparing multiple machine learning models.,SKIP
Cao et al.,2026,Neural network for censored expectile regression based on data augmentation,D,NO,Addresses censored expectile regression for survival data rather than missing data imputation or Rubin's framework.,SKIP
Ben Aissia et al.,2017,Multivariate missing data in hydrology - Review and applications,D,NO,Reviews classical multivariate and copula-based imputation methods in hydrology without addressing deep learning techniques.,SKIP
Roberts et al.,2001,On inference for partially observed nonlinear diffusion models using the Metropolis-Hastings algorithm,D,YES,Focuses on classical MCMC sampling for continuous-time stochastic diffusion models without deep learning architectures.,SKIP
Sudak & Tschiatschek,2023,Posterior Consistency for Missing Data in Variational Autoencoders,A,NO,Provides a formal mathematical definition and objective function for posterior consistency in Variational Autoencoders under missing data conditions.,REVIEW
Collier et al.,2025,Optimizing Imputation for Educational Data: Exploring Training Partition and Missing Data Ratios,B,NO,Substantively evaluates the statistical validity of neural network imputation for downstream causal inference (treatment effects and covariate balance) without providing formal mathematical proofs.,REVIEW
Pereira et al.,2022,Partial Multiple Imputation With Variational Autoencoders: Tackling Not at Randomness in Healthcare Data,B,NO,"Substantively discusses statistical validity issues of VAE imputation (single-sample bias, multiple imputation, MNAR mechanisms) but relies on empirical benchmark validation rather than formal theoretical proofs.",REVIEW
Bori et al.,2025,Predicting time to live birth with deep learning embryo ranking: a novel multiple imputation approach,C,NO,"Applies standard statistical multiple imputation (MICE) to handle missing unobserved outcomes for model evaluation, but does not investigate theoretical connections between DL imputation and Rubin's framework.",SKIP
Essel et al.,2024,On the search for efficient face recognition algorithm subject to multiple environmental constraints,C,NO,Leverages MICE as an empirical de-occlusion technique in face recognition without discussing the theoretical link between deep learning imputation and statistical validity.,SKIP
Low et al.,2020,Predicting Commercial Vehicle Parking Duration using Generative Adversarial Multiple Imputation Networks,C,NO,Applies a generative adversarial multiple imputation network as an empirical preprocessing step for parking regression without theoretical analysis of statistical validity.,SKIP
Zhou et al.,2027,Predicting fatal helicopter accidents with missing data: Do data imputation methods affect classification performance and feature explanation?,D,NO,Evaluates empirical classification performance and feature explanations of tabular imputation methods on accident data without discussing statistical inference theory.,SKIP
Mohamad et al.,2026,PM2.5 Forecasting in Almaty: A Benchmarking of Advanced Deep Learning and Hybrid Models,D,YES,Time series forecasting study for air pollution using MICE to handle missing data without addressing deep learning missing data inference theory.,SKIP
Nuevas & Natividad,2026,"Performance Enhancement of GRU-Based Corn Yield Forecasting through MICE Imputation, PCA-Based Feature, and ELU Activation",D,YES,Agricultural time series forecasting study combining MICE preprocessing with GRUs without addressing deep learning missing data inference theory.,SKIP
Fathollahi et al.,2026,Performance of machine learning algorithms in diffusion tensor imaging of movement disorders: an exploratory meta-analysis,D,NO,Meta-analysis on neuroimaging ML models for movement disorders without addressing missing data imputation or statistical theory.,SKIP
Nkenguye et al.,2026,"Predicting Outcomes of Traumatic Brain Injury Using Machine Learning Models Among Patients at Kilimanjaro Christian Medical Centre, Tanzania: A Registry-Based Cohort Study",D,NO,Focuses on clinical outcome prediction in a TBI cohort using machine learning without addressing missing data inference theory.,SKIP
Sannathimmappa et al.,2026,Predicting cardiovascular and neurological complications after COVID-19 vaccination: Insights from a comprehensive review,D,NO,Literature review of post-vaccination clinical complications that does not address missing data imputation or inference theory.,SKIP
Chen et al.,2026,Prior-Knowledge-Guided Missing Data Imputation for Bridge Cracks: A Temperature-Driven SP-VMD-CNN-GRU Framework,D,YES,Proposes an engineering deep learning framework for bridge sensor time series imputation without connecting to statistical missing data inference theory.,SKIP
Weinreich et al.,2025,"Optimised machine learning for time-to-event prediction in healthcare applied to timing of gastrostomy in ALS: a multi-centre, retrospective model development and validation study",D,YES,"Focuses on clinical time-to-event survival modeling in ALS, using random forest imputation merely as a routine data preparation step.",SKIP
Alohali et al.,2025,Optimized deep learning approach for lung cancer detection using flying fox optimization and bidirectional generative adversarial networks,D,NO,Medical CAD classification pipeline for lung cancer using MICE as baseline preprocessing without exploring DL imputation statistical validity.,SKIP
Elbaz et al.,2025,Osedax-GAN: A novel metaheuristic approach for missing pixel imputation imagery for enhanced detection accuracy of freshwater fish diseases in aquaculture,D,NO,Introduces a GAN metaheuristic framework for image pixel restoration in computer vision without connecting to statistical missing data inference theory.,SKIP
Zhuang et al.,2025,Prediction of Short-Term Solar Irradiance Using the ProbSparse Attention Mechanism for a Sustainable Energy Development Strategy,D,YES,Time series solar forecasting study using MICE for data cleaning without addressing deep learning missing data inference theory.,SKIP
Zhang et al.,2025,Prediction of acute and chronic kidney diseases during the post-covid-19 pandemic with machine learning models: utilizing national electronic health records in the US,D,NO,Applies machine learning to predict kidney disease risk from EHR data without examining deep learning imputation or statistical missing data theory.,SKIP
Penchev & Marchev,2024,On the Application of Neural Networks in Credit Scoring: A Case-Study Analysis,D,NO,Applied case study of neural networks for credit scoring using multiple imputation as a standard data preparation step.,SKIP
Lim et al.,2024,Orthography-phonology consistency in English: Theory- and data-driven measures and their impact on auditory vs. visual word recognition,D,NO,Psycholinguistic investigation of word recognition and orthographic consistency that does not pertain to missing data imputation or inference theory.,SKIP
Han & Kang,2023,Optimization of missing value imputation for neural networks,D,NO,Proposes an ensemble imputation optimization scheme to boost neural network predictive accuracy without addressing statistical inference theory or Rubin's framework.,SKIP
Elseddik et al.,2023,Predicting CTS Diagnosis and Prognosis Based on Machine Learning Techniques,D,NO,Clinical machine learning diagnostic and prognostic study for carpal tunnel syndrome that does not cover deep learning imputation theory.,SKIP
Li et al.,2023,Prediction of rockburst intensity grade based on convolutional neural network,D,NO,Proposes a MICE-CNN model for engineering rockburst prediction using MICE for feature interpolation without examining statistical inference theory.,SKIP
Fathima Begum & Narayan,2023,Preprocessing Methods to Improve Performance of Imbalanced Data in Healthcare,D,NO,Evaluates data preprocessing and SMOTE sampling for imbalanced healthcare classification without examining DL imputation statistical theory.,SKIP
